sex,age,educ,hours,income_more_50K
 Female,38,11,40,0
 Female,41,10,25,0
 Male,26,10,40,0
 Male,38,11,35,0
 Male,54,5,45,1
 Female,30,13,60,0
 Female,31,10,30,0
 Male,26,13,40,0
 Male,75,16,3,0
 Male,29,14,40,0
 Male,61,9,50,1
 Female,24,10,45,0
 Male,22,8,30,0
 Male,34,12,40,0
 Male,42,10,40,0
 Male,24,7,40,0
 Male,42,12,40,0
 Male,27,9,40,0
 Female,39,13,50,1
 Male,20,9,40,0
 Female,51,7,40,0
 Male,68,13,30,0
 Male,28,9,48,0
 Female,43,9,40,0
 Male,35,10,40,0
 Female,44,9,40,0
 Male,41,13,40,0
 Male,44,9,45,1
 Female,20,9,40,0
 Male,46,9,75,1
 Male,27,12,70,1
 Male,32,10,50,0
 Male,46,10,50,0
 Male,26,9,24,0
 Female,20,10,40,0
 Female,36,9,40,0
 Male,49,13,40,1
 Male,32,9,55,1
 Male,32,13,50,1
 Male,49,13,40,1
 Male,36,9,45,0
 Male,22,10,25,0
 Female,52,9,40,0
 Male,42,9,50,1
 Male,22,10,40,0
 Female,72,9,16,0
 Female,30,13,40,0
 Male,44,10,40,0
 Female,23,13,45,0
 Male,22,10,20,0
 Male,59,13,60,0
 Female,46,9,40,0
 Male,30,11,40,0
 Female,64,4,30,0
 Female,31,10,40,0
 Male,64,9,20,0
 Female,45,9,40,0
 Male,59,9,40,1
 Female,32,9,40,0
 Male,43,13,40,0
 Female,66,6,20,0
 Male,23,10,45,0
 Male,49,9,40,0
 Male,32,8,40,0
 Female,49,11,40,0
 Male,33,10,40,0
 Female,28,15,85,0
 Male,47,9,40,0
 Male,41,9,40,0
 Male,34,14,40,1
 Female,25,9,35,0
 Female,20,10,40,0
 Female,21,10,15,0
 Male,25,9,30,0
 Male,46,5,40,0
 Male,37,2,40,0
 Male,41,10,56,1
 Male,44,9,50,0
 Male,30,9,40,1
 Male,54,10,40,0
 Male,35,9,99,0
 Female,58,9,12,0
 Female,21,10,25,0
 Male,35,14,40,1
 Male,35,15,80,1
 Male,19,10,20,0
 Female,48,9,40,0
 Male,56,10,40,0
 Female,65,10,35,0
 Male,40,13,35,0
 Female,26,9,40,0
 Male,45,10,40,0
 Male,26,10,40,0
 Male,32,9,40,0
 Male,35,13,50,1
 Male,22,10,48,0
 Female,37,11,38,0
 Male,25,13,40,0
 Male,64,2,53,0
 Male,46,11,48,1
 Male,30,9,27,0
 Male,63,12,40,1
 Male,51,9,40,1
 Male,68,4,16,0
 Male,36,16,50,0
 Male,28,10,50,0
 Male,41,10,40,0
 Male,47,10,40,0
 Female,22,10,30,0
 Male,33,13,80,0
 Male,34,15,40,1
 Male,46,13,40,1
 Female,28,10,40,0
 Male,36,9,52,1
 Female,18,10,20,0
 Male,33,14,50,1
 Male,51,9,60,1
 Male,56,9,35,0
 Female,54,9,40,0
 Female,29,9,40,0
 Female,40,10,84,0
 Male,53,14,65,1
 Male,22,9,35,0
 Male,33,9,40,1
 Male,28,9,50,0
 Female,63,10,12,0
 Male,53,16,60,1
 Male,37,6,50,0
 Male,50,10,40,0
 Male,22,9,40,0
 Female,40,12,40,0
 Female,22,13,40,1
 Male,21,10,40,0
 Male,25,12,40,0
 Female,20,10,40,0
 Male,43,9,40,0
 Female,29,11,50,0
 Male,32,13,40,1
 Male,42,14,50,1
 Male,33,9,40,0
 Female,27,10,40,1
 Female,22,10,40,0
 Male,29,10,38,0
 Male,29,9,40,0
 Female,20,10,20,0
 Male,35,6,40,0
 Male,31,13,50,1
 Male,33,9,50,0
 Male,67,10,40,0
 Male,46,10,10,0
 Female,45,5,40,1
 Male,17,7,20,0
 Male,35,13,70,1
 Male,48,13,40,1
 Female,49,9,40,0
 Female,20,10,40,0
 Male,27,9,46,0
 Male,64,10,20,0
 Male,53,10,40,0
 Female,52,9,40,0
 Male,29,9,55,0
 Male,32,9,40,1
 Female,48,13,20,1
 Male,30,10,40,0
 Male,34,9,20,0
 Male,19,10,50,0
 Male,39,9,50,0
 Male,28,7,40,0
 Female,17,8,10,0
 Female,54,13,50,0
 Male,24,10,40,0
 Female,25,9,40,0
 Female,25,7,12,0
 Female,48,10,40,1
 Female,24,13,40,0
 Male,31,10,50,0
 Male,47,10,40,1
 Male,45,13,40,1
 Female,19,10,25,0
 Male,52,10,50,1
 Male,52,9,40,0
 Female,19,9,12,0
 Male,60,9,28,0
 Male,43,14,50,1
 Female,24,12,30,0
 Female,20,10,40,0
 Female,51,9,40,0
 Male,38,5,40,0
 Female,21,10,10,0
 Male,40,9,50,1
 Female,54,10,40,0
 Male,35,13,50,0
 Male,52,7,40,0
 Male,53,9,40,1
 Female,56,10,40,0
 Male,35,9,40,0
 Female,43,10,42,0
 Male,29,13,40,0
 Male,29,9,65,0
 Female,27,9,40,0
 Male,58,13,40,0
 Male,64,9,18,0
 Female,53,9,32,0
 Female,21,9,30,0
 Male,40,12,30,0
 Male,52,16,40,1
 Male,38,11,50,0
 Female,40,10,30,0
 Male,39,9,40,0
 Female,56,14,50,1
 Male,68,16,55,1
 Male,24,9,38,0
 Male,40,15,50,1
 Male,43,15,99,1
 Female,38,13,70,0
 Male,45,9,40,1
 Male,18,7,55,0
 Male,57,14,50,1
 Female,49,9,35,0
 Female,25,10,40,0
 Male,52,10,40,0
 Male,56,6,56,0
 Male,26,10,48,0
 Female,19,9,40,0
 Female,25,13,40,0
 Female,25,9,30,0
 Male,21,9,45,0
 Male,48,4,40,0
 Male,33,14,60,0
 Male,31,9,40,0
 Male,26,9,65,0
 Male,37,13,38,0
 Female,29,10,30,0
 Male,20,10,20,0
 Male,28,10,60,0
 Female,49,9,20,0
 Male,73,6,4,0
 Male,49,14,40,1
 Female,51,10,40,1
 Male,40,10,40,0
 Female,24,11,40,0
 Male,18,8,24,0
 Male,41,6,40,1
 Male,46,9,40,1
 Female,46,9,40,0
 Male,64,6,40,1
 Male,50,15,40,1
 Male,53,14,36,1
 Male,21,9,40,0
 Male,22,10,25,0
 Female,37,13,45,1
 Male,39,15,55,1
 Male,30,13,40,0
 Male,25,13,40,0
 Female,26,10,40,0
 Male,43,13,50,0
 Female,59,9,60,0
 Female,27,9,40,0
 Male,55,6,40,1
 Male,20,10,12,0
 Female,25,11,36,0
 Male,28,12,40,0
 Male,29,13,50,0
 Male,60,7,40,1
 Female,37,13,50,1
 Female,25,7,40,0
 Male,27,10,60,0
 Male,50,13,40,1
 Male,41,10,70,0
 Male,46,4,47,0
 Female,35,11,40,0
 Male,21,10,40,0
 Female,35,7,60,0
 Male,40,9,40,0
 Male,49,13,40,1
 Female,29,13,50,0
 Female,43,13,40,0
 Male,39,12,60,0
 Male,35,9,60,0
 Male,52,10,40,0
 Male,25,10,40,0
 Female,20,9,30,0
 Female,46,10,10,0
 Male,24,13,40,0
 Male,29,13,30,0
 Male,21,10,40,0
 Female,37,13,50,0
 Male,43,9,40,0
 Female,19,9,26,0
 Male,47,9,45,0
 Male,61,9,45,1
 Male,21,12,55,0
 Male,35,9,60,0
 Male,60,6,40,0
 Female,27,10,40,0
 Male,57,13,35,0
 Male,56,2,40,0
 Female,27,9,40,0
 Female,47,4,35,0
 Male,19,9,30,0
 Female,28,8,30,0
 Male,43,6,40,0
 Female,63,10,35,0
 Male,22,10,40,0
 Female,25,9,40,0
 Male,35,9,40,1
 Female,20,9,40,0
 Male,48,6,70,0
 Female,30,13,40,0
 Male,31,13,40,1
 Female,20,9,24,0
 Male,57,14,50,1
 Female,41,11,44,1
 Female,33,9,40,0
 Male,27,11,40,0
 Male,34,9,60,1
 Male,22,6,30,0
 Female,50,12,40,1
 Male,40,13,45,1
 Male,37,9,51,0
 Male,40,12,40,0
 Male,53,14,55,1
 Male,38,10,40,1
 Male,25,9,40,0
 Male,51,9,40,0
 Male,22,8,40,0
 Male,18,10,16,0
 Male,41,7,40,1
 Female,33,9,40,0
 Female,33,13,40,0
 Male,67,10,40,0
 Male,47,9,50,1
 Male,24,10,40,0
 Male,32,4,40,0
 Female,29,9,40,0
 Male,25,11,45,0
 Female,33,10,40,0
 Male,55,13,40,0
 Male,31,10,40,1
 Male,32,14,50,0
 Male,18,9,3,0
 Female,36,9,50,0
 Female,58,9,27,0
 Male,34,14,50,1
 Male,19,7,40,0
 Female,21,9,40,0
 Male,36,9,50,0
 Female,37,13,40,1
 Female,43,9,21,0
 Male,52,13,40,0
 Female,48,11,40,0
 Female,43,10,38,0
 Male,22,9,40,0
 Male,57,3,40,0
 Female,37,12,40,0
 Female,39,10,38,0
 Male,54,10,40,1
 Male,27,12,40,0
 Female,21,9,35,0
 Female,65,10,38,0
 Female,30,10,40,0
 Female,22,5,40,0
 Male,26,13,50,0
 Male,25,7,40,0
 Female,35,11,40,1
 Male,47,11,50,1
 Male,23,12,60,0
 Male,42,9,40,1
 Male,39,10,30,0
 Male,55,16,60,1
 Female,24,14,10,0
 Male,46,13,40,1
 Male,53,9,40,1
 Female,44,7,60,0
 Female,40,9,40,0
 Male,48,10,40,1
 Female,26,11,35,0
 Female,22,9,40,0
 Female,35,9,12,0
 Female,20,10,20,0
 Female,43,9,40,0
 Female,37,9,25,0
 Male,30,9,40,0
 Male,41,9,50,0
 Male,38,15,60,1
 Male,77,5,40,0
 Male,42,9,50,0
 Male,20,9,40,0
 Female,36,13,40,0
 Male,32,11,40,0
 Male,27,13,40,1
 Male,25,10,45,0
 Male,40,14,40,0
 Male,18,7,25,0
 Male,49,13,45,1
 Female,17,7,16,0
 Female,29,9,40,0
 Male,47,15,55,1
 Male,24,10,45,0
 Male,58,4,24,0
 Male,29,9,40,0
 Female,45,10,24,1
 Male,30,8,50,0
 Male,19,10,20,0
 Male,59,6,40,1
 Female,47,4,30,0
 Male,41,10,40,0
 Male,28,12,40,0
 Male,46,12,40,1
 Male,40,10,60,0
 Female,66,6,40,0
 Male,30,13,45,1
 Male,44,10,12,0
 Male,58,9,60,1
 Male,21,4,48,0
 Female,59,5,40,0
 Male,35,10,40,0
 Male,45,5,40,1
 Male,30,9,40,0
 Male,33,9,40,0
 Female,26,10,15,0
 Female,48,10,35,0
 Female,31,9,40,0
 Male,36,9,45,0
 Female,48,9,38,0
 Male,30,9,40,0
 Male,33,9,50,1
 Female,19,5,25,0
 Female,37,12,40,1
 Male,53,13,45,1
 Female,18,10,40,0
 Male,38,10,50,1
 Male,34,10,50,0
 Male,45,13,52,1
 Male,33,11,60,0
 Female,35,11,44,0
 Male,22,9,40,0
 Female,35,9,30,0
 Male,45,9,8,0
 Male,17,7,45,0
 Male,50,9,45,0
 Male,38,13,50,1
 Male,33,10,50,1
 Male,46,9,35,0
 Female,25,13,50,0
 Male,64,9,40,0
 Male,62,10,10,0
 Male,32,9,60,1
 Male,17,7,20,0
 Male,61,9,55,0
 Female,40,16,40,0
 Female,21,9,40,0
 Male,39,13,50,1
 Male,35,10,45,0
 Male,29,11,40,0
 Male,27,12,40,0
 Female,20,12,40,0
 Female,34,10,20,1
 Male,51,14,40,0
 Female,45,9,15,0
 Female,20,10,40,0
 Male,31,10,40,0
 Male,29,9,40,0
 Male,56,13,30,0
 Female,55,10,12,1
 Male,26,10,20,0
 Male,46,10,45,1
 Male,32,9,40,0
 Male,28,9,40,0
 Male,27,4,35,0
 Male,23,5,40,0
 Male,59,6,40,0
 Male,26,8,48,0
 Male,36,6,40,0
 Female,18,9,15,0
 Male,33,5,70,0
 Female,60,11,15,1
 Female,40,9,48,0
 Male,48,9,43,0
 Male,27,6,48,0
 Male,19,10,20,0
 Male,38,13,50,1
 Male,26,10,43,0
 Male,45,11,40,0
 Female,20,10,20,0
 Male,32,9,40,0
 Female,22,10,13,0
 Male,22,9,40,0
 Female,38,9,38,0
 Male,34,9,50,1
 Female,46,2,30,0
 Female,39,13,25,0
 Female,79,9,24,0
 Male,60,13,8,1
 Male,24,9,40,0
 Male,31,10,65,0
 Male,37,13,77,0
 Male,23,9,40,0
 Male,31,10,45,0
 Male,29,13,40,1
 Female,22,13,43,0
 Female,69,10,20,0
 Female,55,9,38,0
 Male,43,9,40,0
 Male,23,4,36,0
 Male,29,9,35,0
 Female,22,11,40,0
 Male,22,10,42,0
 Male,25,9,84,1
 Male,29,10,45,0
 Male,25,10,40,0
 Female,33,9,40,0
 Male,33,13,40,1
 Female,31,16,28,0
 Male,30,14,45,1
 Male,55,13,40,0
 Male,36,8,50,0
 Female,47,9,40,0
 Male,28,13,40,1
 Male,42,14,40,1
 Male,51,12,55,0
 Female,62,13,40,0
 Male,65,10,35,1
 Male,23,13,40,0
 Male,60,9,32,0
 Male,47,4,60,1
 Female,50,9,40,0
 Male,70,13,6,0
 Male,32,13,40,0
 Male,37,10,40,0
 Male,31,9,40,1
 Female,76,6,12,0
 Female,54,13,60,0
 Male,32,13,40,1
 Female,31,10,52,0
 Male,31,13,50,1
 Male,65,15,40,0
 Male,30,9,60,1
 Male,63,9,40,0
 Female,21,10,10,0
 Male,40,14,40,1
 Female,26,10,40,0
 Female,18,7,8,0
 Male,34,9,50,0
 Female,66,10,40,1
 Male,44,10,60,0
 Female,30,12,40,0
 Male,36,13,40,0
 Male,31,10,50,1
 Male,22,10,20,0
 Male,28,4,84,0
 Male,23,9,40,0
 Male,49,14,50,1
 Male,39,13,35,0
 Male,67,13,60,1
 Male,19,10,16,0
 Male,30,12,50,1
 Female,25,10,40,0
 Male,24,9,30,0
 Male,46,9,40,0
 Male,37,14,45,0
 Male,41,9,40,0
 Male,40,10,20,0
 Female,44,9,40,0
 Male,32,9,40,0
 Male,58,9,20,1
 Male,48,9,48,0
 Male,34,13,40,0
 Female,29,11,40,0
 Male,46,13,50,1
 Male,36,9,40,0
 Male,59,13,38,0
 Male,29,8,40,0
 Male,50,14,40,0
 Male,25,9,40,0
 Female,27,12,35,0
 Male,48,9,70,0
 Female,51,16,70,1
 Male,36,9,45,1
 Male,42,7,50,1
 Male,49,13,40,1
 Male,33,10,20,0
 Male,40,13,60,1
 Female,26,13,40,0
 Female,69,9,40,1
 Male,59,9,30,0
 Female,30,9,40,0
 Female,31,12,35,0
 Male,30,13,50,1
 Female,27,13,40,0
 Female,20,10,16,0
 Female,56,12,40,0
 Male,24,9,40,0
 Female,47,13,50,0
 Male,51,13,35,0
 Male,34,9,45,0
 Male,47,9,9,0
 Male,47,10,44,1
 Female,20,10,40,0
 Male,34,9,54,1
 Female,31,7,40,0
 Female,42,11,32,0
 Male,52,3,40,0
 Female,56,9,40,0
 Male,53,9,40,1
 Male,26,10,50,1
 Female,81,10,20,0
 Female,28,6,40,0
 Male,57,10,48,1
 Female,34,9,40,0
 Male,31,6,40,0
 Female,24,11,40,0
 Male,20,9,40,0
 Female,68,10,40,0
 Female,60,9,32,0
 Male,37,10,40,0
 Male,25,4,40,0
 Male,36,9,40,0
 Male,45,12,40,0
 Male,34,10,60,1
 Female,31,13,70,0
 Male,47,13,60,0
 Male,60,9,42,1
 Male,75,13,24,0
 Male,43,10,40,0
 Male,18,9,40,0
 Female,25,13,40,0
 Female,20,9,40,0
 Female,32,9,50,0
 Male,57,13,20,0
 Male,43,10,60,1
 Male,18,9,40,0
 Female,41,13,40,0
 Male,48,9,40,0
 Male,35,9,90,1
 Male,41,11,40,0
 Female,23,9,20,0
 Male,32,13,45,1
 Male,33,9,40,0
 Male,58,9,40,0
 Male,22,10,65,0
 Female,33,10,50,0
 Male,42,15,38,1
 Female,25,9,40,0
 Male,39,9,50,1
 Male,35,13,45,1
 Female,50,10,38,1
 Male,49,14,50,1
 Male,25,13,40,0
 Female,47,10,40,0
 Female,46,10,40,1
 Male,42,12,40,0
 Male,37,7,60,1
 Male,25,13,40,0
 Male,29,6,40,0
 Male,26,10,45,0
 Female,26,10,40,0
 Male,45,13,40,1
 Female,34,9,30,0
 Female,33,12,40,0
 Male,43,13,40,1
 Male,28,9,45,0
 Male,51,10,75,0
 Female,21,10,35,0
 Female,23,12,35,0
 Female,30,9,40,0
 Male,46,14,45,1
 Male,38,9,50,0
 Male,20,9,40,0
 Male,36,13,50,1
 Male,37,15,50,1
 Male,44,14,42,0
 Male,33,9,40,1
 Male,45,13,40,0
 Male,47,10,40,0
 Male,54,9,40,1
 Male,17,6,30,0
 Female,43,9,36,1
 Female,45,13,50,1
 Female,37,10,40,0
 Male,44,11,40,1
 Female,55,14,50,0
 Male,41,9,48,0
 Female,23,13,40,0
 Female,38,10,40,0
 Female,23,13,40,0
 Male,35,9,40,1
 Male,18,7,20,0
 Male,47,11,40,0
 Female,25,10,8,0
 Male,41,9,50,0
 Female,23,10,24,0
 Female,41,9,40,0
 Male,26,10,50,0
 Male,30,10,40,0
 Male,42,10,40,1
 Female,35,9,40,0
 Male,28,13,18,0
 Female,29,10,40,0
 Female,21,10,15,0
 Male,48,14,40,1
 Male,44,9,60,0
 Male,34,5,40,0
 Female,19,9,25,0
 Male,32,10,40,1
 Female,31,12,40,0
 Male,25,9,40,0
 Male,47,9,40,1
 Female,46,7,40,0
 Male,18,8,40,0
 Female,31,10,20,0
 Female,28,9,40,0
 Male,38,9,48,1
 Male,33,9,40,1
 Female,17,6,15,0
 Male,41,11,40,1
 Male,46,10,40,1
 Male,38,10,44,0
 Male,24,13,60,0
 Male,49,9,40,1
 Female,60,10,40,0
 Male,44,13,60,1
 Male,63,11,40,1
 Male,40,9,60,1
 Male,45,10,50,1
 Male,49,10,50,1
 Female,36,9,40,0
 Male,65,9,8,0
 Male,41,13,20,0
 Female,25,14,40,0
 Female,20,10,35,0
 Male,60,11,40,0
 Female,17,7,20,0
 Female,28,12,16,1
 Male,31,12,50,0
 Female,47,14,35,0
 Male,45,10,45,0
 Male,51,13,40,0
 Male,23,9,40,0
 Female,44,14,60,1
 Male,34,9,50,0
 Male,19,10,10,0
 Male,51,9,40,1
 Male,46,9,40,0
 Male,30,16,40,1
 Male,37,6,35,0
 Male,56,15,45,1
 Male,29,9,45,0
 Male,46,14,50,1
 Male,55,9,40,0
 Male,45,13,48,1
 Male,34,9,40,0
 Male,45,5,40,0
 Male,41,13,40,0
 Male,22,10,20,0
 Male,34,15,50,1
 Male,27,9,40,0
 Male,29,10,37,0
 Female,19,8,30,0
 Male,47,13,40,0
 Male,43,10,50,1
 Female,52,11,60,0
 Male,33,12,60,0
 Male,29,5,40,0
 Male,23,9,40,0
 Male,23,10,40,0
 Male,39,13,60,0
 Female,43,3,40,0
 Male,31,9,40,1
 Male,47,9,40,1
 Male,26,9,60,0
 Female,58,10,55,0
 Male,47,15,50,1
 Female,55,13,38,0
 Female,26,9,40,0
 Female,28,9,40,0
 Male,36,9,40,0
 Male,40,9,50,0
 Male,19,7,40,0
 Male,63,13,40,1
 Male,42,13,40,0
 Male,76,5,13,0
 Female,23,11,40,0
 Male,38,3,40,0
 Male,33,14,30,0
 Male,48,14,40,1
 Male,56,10,40,1
 Male,32,9,40,0
 Female,44,10,25,0
 Female,27,9,40,0
 Male,33,10,50,0
 Male,22,3,40,0
 Female,18,10,20,0
 Male,44,9,40,0
 Male,42,9,60,0
 Female,34,10,40,0
 Male,45,9,40,0
 Male,57,9,40,0
 Male,59,13,40,1
 Female,33,10,40,1
 Male,52,9,49,0
 Female,17,8,15,0
 Male,29,9,30,0
 Male,63,13,30,1
 Male,20,10,24,0
 Male,42,15,50,1
 Male,50,9,50,0
 Female,55,9,30,0
 Female,27,12,25,0
 Male,28,13,45,0
 Male,55,11,45,0
 Male,44,10,40,0
 Female,53,10,40,0
 Male,23,9,40,0
 Female,25,9,40,0
 Female,44,13,40,0
 Male,55,14,40,1
 Male,48,10,35,1
 Male,46,9,40,0
 Male,26,10,40,0
 Male,30,4,45,0
 Male,32,14,40,1
 Male,52,9,48,0
 Male,52,9,50,1
 Female,39,9,47,0
 Male,57,13,40,1
 Male,21,9,40,0
 Male,22,10,10,0
 Male,26,10,40,0
 Male,26,10,40,0
 Male,44,11,40,1
 Female,42,10,30,0
 Male,40,10,43,0
 Male,22,7,45,0
 Male,62,9,45,1
 Male,44,10,40,0
 Female,18,10,40,0
 Male,33,2,40,0
 Male,45,9,50,0
 Male,18,7,40,0
 Male,32,10,40,0
 Female,33,16,60,1
 Male,20,10,15,0
 Male,68,9,20,0
 Male,61,4,50,1
 Male,48,16,40,1
 Male,45,9,40,0
 Female,36,9,40,1
 Female,32,9,32,0
 Female,35,13,40,0
 Male,39,9,40,0
 Male,53,4,40,0
 Female,30,10,16,0
 Male,37,9,40,0
 Male,40,13,45,0
 Female,25,10,40,0
 Female,41,9,60,0
 Male,52,9,98,1
 Male,33,9,40,0
 Male,28,9,40,0
 Male,25,9,40,1
 Male,53,10,55,0
 Male,44,2,10,0
 Female,35,9,40,0
 Male,38,10,58,0
 Male,34,9,40,0
 Female,33,9,40,0
 Female,24,10,45,0
 Female,65,9,25,0
 Male,29,12,60,0
 Male,39,15,65,1
 Male,46,10,40,1
 Male,37,4,60,0
 Male,47,14,47,1
 Male,62,10,40,0
 Male,54,9,60,0
 Male,90,10,35,0
 Male,33,12,20,0
 Male,57,10,45,0
 Male,25,12,40,0
 Male,44,10,50,1
 Male,52,13,50,0
 Male,21,10,40,0
 Male,31,9,18,0
 Male,39,14,40,0
 Female,59,9,40,0
 Male,29,9,55,0
 Male,49,4,45,0
 Male,34,5,40,0
 Male,22,13,40,0
 Male,32,13,40,0
 Female,39,9,40,0
 Male,46,14,60,0
 Male,50,9,40,1
 Male,34,9,40,0
 Female,28,14,55,0
 Female,18,8,24,0
 Male,20,9,30,0
 Female,20,9,40,0
 Female,55,11,38,0
 Female,22,10,40,0
 Male,60,14,40,0
 Male,40,6,50,0
 Female,47,10,30,0
 Female,23,13,35,0
 Female,57,9,40,0
 Male,52,7,40,0
 Male,42,4,40,0
 Male,25,12,20,0
 Female,49,9,40,1
 Male,41,10,40,0
 Male,40,11,30,0
 Male,38,13,55,1
 Male,58,9,40,0
 Female,26,13,35,0
 Female,57,6,70,0
 Male,28,9,60,0
 Female,42,9,40,0
 Male,28,10,55,0
 Male,17,5,40,0
 Male,39,5,40,0
 Male,28,9,40,0
 Male,42,9,48,1
 Female,51,10,50,0
 Female,27,10,39,0
 Female,41,9,43,0
 Male,28,13,40,0
 Female,54,10,30,1
 Female,73,9,8,0
 Female,49,9,30,0
 Male,47,14,40,1
 Male,27,10,49,0
 Female,42,13,45,1
 Female,32,9,40,0
 Male,32,9,41,0
 Male,27,14,40,0
 Male,29,9,40,1
 Male,22,11,30,0
 Male,41,9,40,1
 Male,49,10,40,1
 Male,58,9,50,0
 Male,41,9,40,1
 Male,26,5,35,0
 Male,21,9,55,0
 Female,32,9,2,1
 Male,37,13,50,1
 Male,23,13,20,0
 Male,42,10,40,1
 Male,25,9,26,1
 Female,67,10,40,0
 Female,41,9,38,0
 Female,49,14,50,1
 Female,36,13,45,0
 Male,18,7,35,0
 Male,25,3,40,0
 Male,43,15,50,0
 Female,38,16,36,1
 Male,21,10,20,0
 Male,65,13,15,0
 Female,66,11,35,0
 Male,33,7,60,0
 Female,51,9,38,0
 Male,27,9,40,0
 Female,17,8,16,0
 Male,32,13,45,1
 Female,61,9,36,0
 Male,38,9,40,1
 Female,43,10,40,0
 Male,40,16,40,1
 Male,63,13,35,0
 Male,76,10,20,1
 Female,42,12,40,0
 Male,43,13,40,1
 Male,76,14,30,1
 Male,41,15,45,1
 Male,17,6,20,0
 Male,30,9,40,0
 Male,30,13,50,0
 Male,22,10,25,0
 Female,53,13,20,0
 Female,28,9,52,0
 Female,25,11,40,0
 Female,24,10,40,0
 Male,47,6,40,1
 Male,34,11,50,0
 Female,26,10,20,0
 Female,63,13,56,0
 Male,25,11,75,0
 Male,28,13,45,0
 Female,36,9,40,0
 Male,24,13,40,0
 Female,51,13,35,0
 Male,44,13,50,1
 Male,18,8,12,0
 Male,54,10,40,1
 Female,61,10,40,0
 Male,51,13,45,1
 Male,43,4,40,0
 Male,51,9,40,0
 Female,50,9,40,1
 Female,27,9,25,0
 Male,24,10,30,0
 Male,20,10,20,0
 Male,52,13,40,1
 Male,57,4,40,0
 Male,49,10,60,0
 Female,42,13,35,0
 Female,22,7,40,0
 Male,38,10,40,1
 Female,21,10,20,0
 Male,39,13,60,1
 Female,52,10,35,0
 Female,25,12,40,0
 Female,50,10,40,0
 Male,35,10,80,0
 Female,50,11,40,0
 Male,58,9,25,0
 Male,48,13,45,0
 Female,30,10,35,0
 Male,18,7,12,0
 Male,29,9,40,0
 Male,52,10,45,0
 Male,63,9,40,0
 Female,36,14,40,1
 Female,24,10,42,0
 Male,30,12,40,0
 Male,23,9,40,0
 Female,35,9,20,0
 Female,21,13,20,0
 Male,28,10,43,0
 Male,20,9,40,0
 Male,18,7,20,0
 Female,21,10,15,0
 Male,27,9,40,0
 Female,42,10,40,0
 Female,21,10,30,0
 Male,51,10,40,1
 Female,27,13,40,0
 Male,23,9,40,0
 Male,57,10,40,1
 Female,22,13,12,0
 Male,59,5,60,1
 Male,38,9,40,0
 Male,20,9,40,0
 Female,90,5,40,0
 Male,35,11,40,0
 Male,50,9,38,1
 Male,45,16,50,1
 Male,44,14,50,1
 Male,23,12,40,0
 Male,34,7,40,0
 Female,23,13,43,0
 Male,39,10,40,0
 Male,19,10,55,0
 Male,54,10,40,1
 Male,40,14,43,0
 Male,44,10,50,0
 Female,31,10,20,1
 Male,25,5,40,0
 Female,33,13,32,1
 Male,32,9,60,0
 Male,36,6,40,0
 Male,47,10,55,1
 Female,80,14,10,0
 Female,21,10,8,0
 Male,35,10,60,0
 Male,77,14,45,0
 Male,30,9,40,0
 Male,35,9,40,0
 Male,49,4,40,0
 Female,33,9,25,0
 Male,53,10,45,0
 Male,41,9,55,0
 Male,57,13,40,1
 Female,21,10,25,0
 Female,19,10,40,0
 Female,28,13,45,0
 Male,42,14,60,0
 Male,29,10,55,0
 Female,38,11,25,0
 Male,26,10,20,0
 Male,41,10,60,1
 Female,40,10,40,0
 Male,36,16,40,1
 Male,28,9,40,0
 Female,25,13,20,0
 Male,42,9,60,0
 Male,32,9,40,0
 Male,32,12,30,0
 Male,37,3,40,0
 Male,39,9,56,0
 Male,49,13,40,0
 Male,28,9,40,0
 Female,24,5,20,0
 Female,19,9,40,0
 Male,31,9,40,0
 Female,40,9,40,0
 Male,29,4,30,0
 Male,59,9,48,0
 Male,52,12,40,1
 Male,27,13,40,0
 Male,45,13,45,1
 Male,58,13,40,0
 Male,53,13,40,0
 Male,23,9,25,0
 Male,35,7,40,0
 Male,49,9,40,0
 Female,49,12,40,0
 Male,25,8,40,0
 Female,47,14,50,1
 Female,28,12,40,0
 Female,20,10,30,0
 Male,74,3,56,0
 Male,19,9,24,0
 Male,28,9,40,0
 Female,31,10,40,0
 Male,61,10,40,0
 Male,30,11,53,0
 Male,20,10,40,0
 Male,35,4,40,1
 Male,23,13,40,0
 Female,25,13,30,1
 Male,19,9,30,0
 Male,30,14,45,1
 Male,26,9,35,0
 Male,34,9,45,0
 Female,49,13,40,0
 Male,35,10,40,0
 Female,38,9,40,0
 Male,36,9,20,0
 Male,33,9,48,1
 Female,54,10,40,0
 Male,19,9,40,0
 Male,18,6,40,0
 Male,60,9,40,0
 Male,28,9,40,0
 Male,43,9,40,0
 Male,49,3,40,0
 Male,25,13,70,0
 Male,17,6,20,0
 Male,41,13,60,1
 Male,30,10,35,0
 Male,90,14,60,1
 Male,25,9,40,0
 Male,27,11,35,0
 Male,29,9,40,0
 Male,55,10,40,1
 Female,31,13,40,0
 Male,43,11,99,0
 Female,63,14,40,1
 Male,46,4,40,0
 Male,59,9,40,0
 Female,42,13,50,1
 Female,26,13,20,0
 Male,26,10,45,0
 Female,20,10,30,0
 Female,19,9,40,0
 Male,61,5,40,1
 Male,23,9,40,0
 Female,24,9,40,0
 Male,35,13,40,1
 Male,42,9,12,0
 Female,31,8,21,0
 Female,31,9,55,0
 Female,63,13,25,0
